,count,mean,std,min,25%,50%,75%,max
V265,130430.0,153.52053442846727,1605.5122758896198,0.0,0.0,0.0,20.897525310516357,153600.0
V266,130430.0,9.16783868355349,208.03886318770282,0.0,0.0,0.0,0.0,55125.0
V267,130430.0,36.52510270804343,644.8785859003409,0.0,0.0,0.0,0.0,55125.0
V268,130430.0,18.81340677515849,311.2801809099806,0.0,0.0,0.0,0.0,55125.0
V269,130430.0,5.997508241968872,207.317539295307,0.0,0.0,0.0,0.0,55125.0
V270,141416.0,7.712763702852514,65.50723159202178,0.0,0.0,0.0,0.0,4000.0
V271,141416.0,9.445132757467785,74.14772554200754,0.0,0.0,0.0,0.0,4000.0
V272,141416.0,8.464571089970137,69.72373486267603,0.0,0.0,0.0,0.0,4000.0
V273,130430.0,73.82554901333562,935.1879273603956,0.0,0.0,0.0,0.0,51200.0
V274,130430.0,107.15163631434068,1258.734139118695,0.0,0.0,0.0,0.0,66000.0
V275,130430.0,88.8999387265088,1072.8831386824156,0.0,0.0,0.0,0.0,51200.0
V276,130430.0,31.797276639604753,615.659713842448,0.0,0.0,0.0,0.0,104060.0
V277,130430.0,51.956645081711905,732.1453682310686,0.0,0.0,0.0,0.0,104060.0
V278,130430.0,42.32822810210745,660.611820328671,0.0,0.0,0.0,0.0,104060.0
V279,590528.0,1.1230610572233661,21.021950389531273,0.0,0.0,0.0,0.0,880.0
V280,590528.0,1.9670820011921535,27.851779963165246,0.0,0.0,0.0,1.0,975.0
V281,589271.0,0.08778304040076637,0.5127478043527242,0.0,0.0,0.0,0.0,22.0
V282,589271.0,0.8171707075352427,0.921880082692571,0.0,0.0,1.0,1.0,32.0
V283,589271.0,0.9911144447970458,1.5587310757901223,0.0,0.0,1.0,1.0,68.0
V284,590528.0,0.08854279559986995,0.33842357689347835,0.0,0.0,0.0,0.0,12.0
V285,590528.0,1.1676601278855532,3.282453645999179,0.0,0.0,0.0,1.0,95.0
V286,590528.0,0.03149215617210361,0.19093936870874867,0.0,0.0,0.0,0.0,8.0
V287,590528.0,0.3585791020916874,1.0789951124633472,0.0,0.0,0.0,0.0,31.0
V288,589271.0,0.18434981528023608,0.4309888302623475,0.0,0.0,0.0,0.0,10.0
V289,589271.0,0.23597461948746842,0.5992313555846267,0.0,0.0,0.0,0.0,12.0
V290,590528.0,1.1030112035331094,0.768896592235882,1.0,1.0,1.0,1.0,67.0
V291,590528.0,1.6598112197897474,16.2525380403308,1.0,1.0,1.0,1.0,1055.0
V292,590528.0,1.2399158041616993,3.7750497070103712,1.0,1.0,1.0,1.0,323.0
V293,590528.0,0.9425988268126152,20.58881629576001,0.0,0.0,0.0,0.0,869.0
V294,590528.0,2.3138631868429607,39.52646823905005,0.0,0.0,0.0,0.0,1286.0
V295,590528.0,1.4334239866695568,25.9629477583847,0.0,0.0,0.0,0.0,928.0
V296,589271.0,0.32891657658360923,3.264744599516648,0.0,0.0,0.0,0.0,93.0
V297,590528.0,0.08903388154329685,0.6283524217668034,0.0,0.0,0.0,0.0,12.0
V298,590528.0,0.29882918337487807,3.1750619408974026,0.0,0.0,0.0,0.0,93.0
V299,590528.0,0.17165485802536035,1.7242183826886284,0.0,0.0,0.0,0.0,49.0
V300,589271.0,0.04550707569182939,0.28957272580876653,0.0,0.0,0.0,0.0,11.0
V301,589271.0,0.05200154088696033,0.3183098405930456,0.0,0.0,0.0,0.0,13.0
V302,590528.0,0.2517611357971172,0.48188856978375105,0.0,0.0,0.0,0.0,16.0
V303,590528.0,0.2831398341822911,0.6236082943706563,0.0,0.0,0.0,0.0,20.0
V304,590528.0,0.26420762436328166,0.5282377907338468,0.0,0.0,0.0,0.0,16.0
V305,590528.0,1.0000067735992197,0.0026026073096668077,1.0,1.0,1.0,1.0,2.0
V306,590528.0,139.74871315377402,2348.849634381021,0.0,0.0,0.0,0.0,108800.0
V307,590528.0,408.6823745201255,4391.992977083108,0.0,0.0,0.0,151.38068008422852,145765.0
V308,590528.0,230.41317970109833,3021.924246788862,0.0,0.0,0.0,35.970001220703125,108800.0
V309,590528.0,10.99598649374687,116.25427733273582,0.0,0.0,0.0,0.0,55125.0
V310,590528.0,118.19565806086851,352.9830930126449,0.0,0.0,0.0,107.9499969482422,55125.0
V311,590528.0,4.202174910781028,102.37493831322196,0.0,0.0,0.0,0.0,55125.0
V312,590528.0,39.17391016627399,172.1283392195159,0.0,0.0,0.0,0.0,55125.0
V313,589271.0,21.351473287057324,95.90296994294745,0.0,0.0,0.0,0.0,4817.47021484375
V314,589271.0,43.31917429793924,173.61902800194503,0.0,0.0,0.0,0.0,7519.8701171875
V315,589271.0,26.806977172998174,116.85322181951699,0.0,0.0,0.0,0.0,4817.47021484375
V316,590528.0,109.8185442543135,2270.0332017716682,0.0,0.0,0.0,0.0,93736.0
V317,590528.0,247.60674127291549,3980.0428280069427,0.0,0.0,0.0,0.0,134021.0
V318,590528.0,162.1533977723826,2793.343635933099,0.0,0.0,0.0,0.0,98476.0
V319,590528.0,18.372475611291428,332.30484794297587,0.0,0.0,0.0,0.0,104060.0
V320,590528.0,42.07313296985872,473.49930677531745,0.0,0.0,0.0,0.0,104060.0
V321,590528.0,28.3265843398175,382.0531713308322,0.0,0.0,0.0,0.0,104060.0
V322,82351.0,6.220288763949436,56.02256123954894,0.0,0.0,0.0,0.0,880.0
V323,82351.0,13.103775303275006,106.73981332695604,0.0,0.0,0.0,1.0,1411.0
V324,82351.0,9.184612208716349,73.62789329325511,0.0,0.0,0.0,0.0,976.0
V325,82351.0,0.05849352163300992,0.30441472817694004,0.0,0.0,0.0,0.0,12.0
V326,82351.0,0.8510400602299911,3.950294861018841,0.0,0.0,0.0,0.0,44.0
V327,82351.0,0.29663270634236377,1.3643561091540073,0.0,0.0,0.0,0.0,18.0
V328,82351.0,0.33679008148049205,1.5801444335776262,0.0,0.0,0.0,0.0,15.0
V329,82351.0,1.312843802746779,8.769083244473979,0.0,0.0,0.0,0.0,99.0
V330,82351.0,0.7758740027443504,4.727971393407908,0.0,0.0,0.0,0.0,55.0
V331,82351.0,721.7418829164045,6217.223583406664,0.0,0.0,0.0,0.0,160000.0
V332,82351.0,1375.7836440365134,11169.275702404468,0.0,0.0,0.0,25.0,160000.0
V333,82351.0,1014.622781509143,7955.735481948819,0.0,0.0,0.0,0.0,160000.0
V334,82351.0,9.807015093927214,243.86139057025724,0.0,0.0,0.0,0.0,55125.0
V335,82351.0,59.16454967148651,387.62947999975677,0.0,0.0,0.0,0.0,55125.0
V336,82351.0,28.53090296420337,274.5769197193433,0.0,0.0,0.0,0.0,55125.0
V337,82351.0,55.35242195053889,668.486832619351,0.0,0.0,0.0,0.0,104060.0
V338,82351.0,151.16054207051315,1095.0343868849166,0.0,0.0,0.0,0.0,104060.0
V339,82351.0,100.70088159280189,814.9467218486768,0.0,0.0,0.0,0.0,104060.0
